cert,asset_16
12223,351524
12225,35098
12226,57518
12229,6183870
12230,199386
12231,106418
12232,114454
12236,124225
12241,347761
12244,130560
12246,44714
12248,280899
12249,49653
12258,339060
12259,290082
12266,256153
12283,96737
12284,17567
12285,212604
12293,22278
12298,76889
12299,740424
12303,149401
12305,113019
12308,69230
12309,109206
12315,146312
12322,345561
12325,83355
12327,285676
12331,256500
12349,112588
12354,55377
12355,75364
12365,211708
12368,125042021
12372,73202
12373,210642
12383,1443000
12384,143747
12386,216083
12388,100500
12391,36364
12395,97192
12396,343749
12402,99406
12406,1252805
12408,22136
12410,135079
12417,60258
12422,59237
12425,10606
12426,138511
12432,29646
12437,8680571
12438,70380
12441,23887875
12444,57748
12457,70404
12484,480656
12485,155633
12493,228968
12501,889311
12504,114531
12506,718392
12511,161800
12512,79864
12513,106741
12514,314386
12515,200106
12517,1096290
12518,100203
12531,175748
12549,67151
12585,26960
12591,514412
12592,321180
12594,383790
12602,177797
12608,249875
12609,242528
12610,580430
12611,573257
12614,4055768
12616,336517
12617,139110
12627,601332
12633,2684312
12661,89104
12694,107243
12699,308724
12706,153517
12716,123406
12717,88916
12722,55555
12745,23933
12757,54305
12758,44007
12761,409577
12769,1216919
12773,1629808
12781,271618
12788,423497
12814,736211
12815,588525
12828,506542
12836,142499
12839,1612900
12854,3483848
12855,850565
12857,160837
12858,379440
12859,53058
12865,57790
12869,175168
12874,753621
12885,254652
12893,55202
12899,91083
12921,112412
12923,11496234
12936,516296
12944,901349
12956,141974
12959,220227
12969,631716
12978,468164
12980,66644
12982,1375455
12985,249391
13000,185621
13006,216457
13012,2377540
13017,122162
13018,53642
13020,228031
13022,79104
13023,1065715
13025,281622
13029,50083
13030,77771
13032,186338
13033,178986
13046,199119
13054,53782
13055,708761
13058,185540
13063,1091147
13068,315151
13071,506652
13080,135475
13083,358673
13102,4276959
13104,83272
13107,500923
13109,495854
13111,152210
13112,200643
13113,173980
13130,349453
13150,1087325
13157,212480
13167,115775
13179,263423
13195,135779
13196,64253
13198,821061
13206,62053
13209,172630
13216,341635
13220,482169
13232,413506
13240,444451
13242,166510
13249,120874
13251,58652
13255,666147
13264,309019
13274,137713
13290,298085
13292,1394389
13297,857231
13303,317715
13305,296481
13339,814700
13341,817722
13366,273805
13380,86012
13381,106372
13382,117985
13397,1066042
13407,343215
13408,783786
13411,210038
13413,44949
13415,51913
13416,53552
13421,3595637
13425,8896533
13430,125005
13450,79642
13454,367694
13551,58170
13561,244519
13565,344813
13567,49439
13578,20328
13580,108285
13582,29895
13584,51777
13585,41252
13599,248184
13600,101411
13603,42033
13611,28004
13616,108297
13622,462452
13625,200256
13632,236041
13652,163607
13654,159090
13656,205894
13662,120402
13669,56789
13680,46165
13692,104212
13696,16742
13697,35844
13703,395493
13710,41952
13712,330714
13715,70167
13716,786401
13718,9107567
13729,13841
13735,191122
13736,62973
13737,201818
13748,109613
13753,195829
13774,42797
13775,138101
13784,98531
13787,84177
13788,62133
13794,89334
13798,97691
13801,138054
13802,61130
13809,137798
13813,87516
13816,124978
13819,101824
13821,231210
13832,38897
13838,408714
13841,56603
13843,307802
13853,170207
13868,467308
13876,2552932
13879,1608296
13881,324937
13883,107542
13887,144407
13892,229663
13897,213104
13902,19918
13905,169868
13915,80647
13919,355358
13926,28546
13931,35576
13946,147887
13947,236661
13951,486730
13953,570641
13955,126611
13956,31454
13957,55323
13959,31041
13960,37035
13962,88358
13983,83460
13986,56417
13990,32176
13999,28466
14009,277203
14015,24087
14017,282903
14024,39800
14025,197580
14026,64824
14028,1497639
14029,310636
14036,236414
14051,86786
14056,191138
14058,107975
14061,40758
14065,849015
14069,36536
14073,570063
14078,664353
14079,520559
14083,8198
14084,18779
14095,66998
14096,39046
14113,250413
14134,652035
14136,162631
14140,904883
14158,690498
14168,254301
14178,72019
14184,255455
14185,346658
14195,253563
14200,128566
14207,950755
14208,130129
14209,727295
14222,416892
14225,101120
14230,145242
14240,884984
14247,153825
14251,83827
14260,58289
14264,491926
14266,585996
14269,331605
14275,96545
14276,190743
14281,70507
14291,81058
14293,96285
14311,167677
14312,286186
14315,59730
14316,63489
14321,49794
14327,257431
14331,313171
14333,366403
14334,302169
14344,37099
14345,119032
14349,102060
14352,117674
14355,247221
14359,986486
14361,216651
14370,397603
14382,803890
14392,137256
14399,73267
14400,21656
14404,42041
14410,352166
14413,118594
14415,101270
14420,191720
14427,242212
14445,373416
14468,144197
14488,171883
14491,135549
14492,348135
14507,340374
14513,241949
14521,1146128
14522,221604
14523,97870
14531,3928287
14534,140374
14546,340825
14556,67175
14560,85162
14561,86153
14562,726004
14567,332272
14574,43946
14578,678717
14581,58644
14583,278430
14584,210532
14587,193069
14597,233537
14604,115210
14619,136232
14629,264747
14633,430978
14636,53398
14639,41510
14642,176308
14644,526616
14646,654038
14649,91421
14650,2654140
14660,406202
14662,192819
14674,201348
14679,382675
14690,194676
14692,320779
14694,63468
14695,287179
14701,98204
14704,260385
14705,160533
14706,71575
14712,926222
14720,376529
14722,175124
14730,274494
14731,100073
14735,191665
14744,153547
14749,137995
14761,193605
14769,446290
14772,155841
14773,110754
14775,71423
14776,109477
14778,868227
14779,205960
14785,59083
14801,444654
14807,171159
14808,1035753
14809,135424
14812,441498
14816,978451
14820,22687
14836,269870
14843,3071584
14851,889781
14853,31074
14857,205083
14863,307146
14864,98069
14867,229648
14868,92012
14869,493338
14883,229316
14885,517809
14894,127055
14898,125264
14899,206099
14904,97472
14907,63177
14911,183837
14912,90199
14913,583298
14914,71539
14920,76659
14922,277419
14924,500831
14926,52868
14929,427927
14930,147781
14944,17869
14952,147146
14960,68402
14966,333340
14969,722905
14974,260380
14980,105206
14982,87886
14991,157957
14994,173190
14995,453458
14999,53219
15009,9835
15010,123689
15011,71272
15019,3613858
15032,665434
15035,92831
15038,120813
15046,278823
15050,267893
15057,46884
15059,243478
15064,165216
15078,59709
15085,462609
15091,877649
15092,101944
15098,29719
15101,73338
15104,229817
15105,70095
15111,188805
15113,82185
15118,337051
15121,244998
15123,37461
15126,151379
15136,481178
15142,172034
15146,105142
15149,478688
15152,76106
15158,171170
15164,163252
15165,131807
15173,50843
15174,112684
15177,234071
15185,128461
15186,25025
15188,33592
15194,202331
15200,413054
15205,61915
15206,426482
15214,91325
15216,82578
15219,1497697
15228,93562
15229,1275269
15237,76746
15242,241082
15243,651907
15249,107247
15254,22803
15255,53858
15258,59798
15259,95057
15261,120835
15264,232036
15270,26595
15271,271589
15272,288451
15282,125213
15285,31206
15286,288979
15289,11418149
15300,397012
15305,316595
15306,128219
15308,40259
15310,1581205
15311,138553
15312,97207
15320,65736
15321,415839
15323,255861
15324,526705
15326,56100
15328,69391
15333,118851
15334,250963
15336,158011
15345,242592
15346,52521
15347,107466
15348,51048
15355,100473
15359,2459720
15362,59085
15364,59076
15367,129998
15369,41695
15384,280788
15399,2789402
15405,173226
15414,100636
15415,94574
15423,202888
15426,93898
15427,124727
15431,36247
15432,98722
15437,642654
15440,67501
15441,73684
15442,41800
15443,340955
15444,596493
15460,44271
15463,193095
15465,503319
15466,383317
15469,44760
15471,58407
15472,192014
15477,277472
15478,249913
15480,104469
15489,378586
15496,438903
15501,83049
15503,384785
15510,235386
15511,1013567
15519,124247
15523,174927
15532,75601
15539,182364
15545,738781
15546,132307
15547,64301
15555,747213
15562,645392
15565,669149
15566,169558
15572,760126
15575,43167
15578,57556
15580,129123
15584,591734
15585,93932
15586,238581
15590,180575
15593,54095
15597,53827
15598,135106
15604,96366
15606,72846
15608,473178
15610,199994
15611,140985
15614,1834848
15621,57792
15629,153531
15632,494605
15651,160739
15657,213904
15663,811099
15664,156419
15669,298586
15671,262015
15673,211683
15675,203527
15684,476482
15687,149847
15690,381111
15695,80564
15697,5739333
15699,282734
15701,124603
15703,288624
15708,179333
15714,385168
15728,763317
15729,177355
15731,33403
15734,218606
15738,83237
15741,94727
15744,74269
15749,42084
15751,32543
15752,955421
15759,52895
15760,325292
15762,29734
15763,160269
15767,26090
15771,458846
15772,159985
15774,85498
15776,39305
15778,69445
15779,264692
15784,50342
15787,46358
15792,63468
15797,3529475
15799,281720
15801,295966
15804,130524
15808,377911
15809,937100
15810,42199
15813,132594
15815,2134899
15817,17522
15820,82559
15821,65965
15826,112734
15830,187441
15839,106542
15847,63085
15851,110951
15853,22796
15871,386476
15873,125106
15880,125516
15883,397099
15898,322004
15899,141481
15904,66569
15907,136586
15908,146535
15912,969160
15913,143250
15928,84284
15930,28110
15932,429706
15934,255071
15939,79238
15945,240469
15947,344199
15953,707682
15966,374987
15969,326345
15970,817813
15987,523026
15990,635649
15995,1241106
16001,573573
16012,5990287
16022,45524776
16026,5347525
16030,249520
16032,722402
16039,243005
16040,273384
16068,12947681
16075,350405
16079,146761
16082,56370
16094,49114
16101,419434
16103,44505
16110,38657
16111,488835
16114,104930
16116,147015
16119,214766
16120,88771
16125,367248
16126,152300
16127,444794
16130,3609848
16151,68601
16152,123667
16154,59075
16160,981468
16161,105132
16162,167360
16167,72535
16170,64483
16175,594859
16176,116256
16177,99098
16182,52506
16185,76326
16187,134253
16188,24036
16191,3229259
16193,34869
16198,70216
16201,145466
16216,982985
16221,313292
16222,62878
16228,99188
16231,201813
16239,191721
16243,382103
16246,235235
16247,26700
16249,263757
16250,1557778
16265,473213
16275,75666
16276,330862
16281,24935
16282,45330
16283,99486
16288,80539
16307,326942
16308,130435
16318,58285
16330,32030
16332,232960
16333,137052
16334,134705
16339,105276
16344,50942
16347,71014
16363,36563
16369,125037
16370,114172
16375,337385
16379,40627
16386,72771
16387,71773
16389,634616
16394,43798
16395,62205
16396,74817
16400,1083751
16402,729722
16410,83136
16413,75390
16414,185784
16416,384812
16417,114418
16418,531254
16419,134722
16423,28001
16432,39870
16436,263270
16438,273190
16440,116277
16442,258918
16448,75374
16450,5382961
16453,104990
16464,240829
16470,1781914
16471,38263
16472,15782
16473,137260
16477,48771
16479,89198
16483,83135
16495,68300
16501,920683
16511,92947
16516,14666
16527,53815
16539,378670
16546,806845
16547,127046
16553,768327
16561,21141
16567,57732
16571,106169829
16581,41481
16583,9741
16584,39030
16585,27300
16590,156404
16595,459989
16600,132517
16601,126668
16603,42762
16604,1338709
16606,2326795
16607,20110
16609,29456
16612,208857
16620,257132
16629,217665
16635,52732
16636,823875
16643,49893
16652,332918
16656,94601
16659,409154
16664,617884
16666,493226
16667,58550
16673,182414
16689,399704
16695,239867
16704,137189
16707,126092
16717,55507
16718,143611
16720,194511
16723,452513
16733,256189
16744,18893
16748,202100
16752,49013
16753,462426
16757,343316
16778,29185
16780,128134
16788,49702
16795,31770
16803,440526
16810,613506
16817,378123
16820,386590
16825,225390
16835,22318430
16840,85375
16849,702959
16852,202601
16854,120795
16858,473932
16859,122458
16863,286490
16866,125508
16868,26720
16889,10694612
16891,576228
16895,156911
16897,255263
16900,76416
16905,23747
16906,48470
16908,49701
16910,139321
16916,77213
16921,43229
16924,339781
16934,59523
16940,550432
16941,63020
16953,34017
16958,1615610
16959,52833
16968,297274
16970,284550
16971,224396
16976,322753
16980,3284863
16982,510263
17001,49379
17009,156485
17011,349516
17040,486955
17047,58696
17062,49147
17068,413859
17073,75311
17077,606605
17089,325302
17093,624399
17094,143064
17096,78830
17108,429946
17114,29900
17115,529825
17120,534367
17122,27068
17123,510339
17126,84829
17128,170079
17138,16525
17145,608445
17159,1085815
17160,34023
17162,503997
17169,122259
17174,28911
17180,827272
17190,103856
17193,86995
17205,38366
17208,122033
17211,751060
17214,251044
17224,243711
17229,278081
17230,553258
17232,55998
17233,983124
17241,128134
17244,192729
17259,110235
17262,376923
17266,24798295
17280,384100
17281,46120923
17282,601645
17302,177411
17308,5374620
17317,159815
17320,398756
17323,2120614
17327,222942
17347,71902
17348,165734
17350,64539
17355,48979
17356,28002
17369,110623
17374,134174
17375,36971
17388,326446
17393,2953338
17395,24118
17399,129622
17401,33959
17403,37791
17410,61466
17411,173339
17431,152113
17437,2288868
17438,1121439
17441,14470
17443,256751
17444,7933
17445,380872
17446,73044
17450,34336
17451,114238
17452,42310
17453,313563
17470,1476089
17474,109364
17476,382632
17477,602564
17478,259463
17482,3363684
17484,2238145
17491,9590382
17509,876431
17513,114893
17514,1460400
17524,198521
17534,134362217
17543,99420
17551,42180
17563,543438
17569,16812
17572,199545
17573,18010
17580,400104
17587,75717
17588,378304
17589,15421
17598,413046
17602,34206
17603,179258
17607,40013
17612,608513
17614,811764
17621,53552
17622,182309
17629,42817
17632,16444
17633,1255965
17636,252661
17639,229129
17643,342854
17650,131871
17652,18528
17658,1092604
17661,83493
17671,105749
17672,434471
17676,328744
17685,66009
17687,506436
17690,70712
17691,933192
17713,92086
17719,36357
17733,117920
17734,91532
17735,3946566
17736,334444
17739,394581
17741,449079
17743,878375
17748,1031506
17749,844535
17751,901857
17759,52467
17764,1141917
17767,205049
17769,263394
17773,112556
17775,96342
17782,88875
17797,608836
17798,3922955
17800,305966
17809,723263
17811,271854
17813,50365
17825,15687
17830,134955
17832,159992
17838,6726530
17841,130920
17842,2293466
17856,194404
17863,373051
17870,3405811
17872,107421
17874,894581
17878,75814
17880,266667
17881,39347
17883,87884
17884,275594
17892,209822
17897,863954
17903,329445
17906,205818
17909,81136
17910,609520
17913,108852
17922,64309
17927,99369
17933,510549
17937,458322
17943,4566523
17950,169115
17951,439516
17953,170038
17959,232403
17960,800491
17964,950371
17975,90425
17979,144164
17982,8443
17985,19610998
17993,100214
17995,37463
18001,73031
18012,1429213
18013,1549407
18019,101100
18028,282325
18030,377150
18031,466016
18033,98344
18038,391552
18053,16465626
18059,1097757
18063,21860
18067,23612
18071,69557
18072,139293
18074,15680
18089,25770
18094,32430
18100,903681
18101,43767
18109,82591
18118,105336
18120,145051
18124,87497
18129,1424530
18132,182802
18136,74978
18143,335397
18145,59924
18149,1790645
18150,252470
18152,61295
18155,196848
18164,83694
18165,77025
18171,294266
18185,658300
18190,2205675
18194,665253
18198,1206170
18199,1139824
18200,824299
18203,6584834
18204,1517698
18208,2837496
18209,240748
18213,1509339
18214,1543582
18216,134644
18221,26054251
18223,157644
18227,271455
18229,363885
18237,269682
18238,1044271
18240,509898
18258,958131
18265,78979
18266,1693236
18272,600379
18282,125097
18284,109170
18292,61859
18296,668541
18297,5559098
18301,111778
18302,28929
18342,46021
18344,218594
18355,1367985
18356,121663
18361,342026
18374,242469
18378,66929
18380,94691
18384,150141
18385,207306
18389,413936
18394,98962
18400,188189
18402,1271310
18408,3630633
18409,269030606
18418,177475
18429,3306991
18431,411456
18443,472530
18448,93561
18454,86517
18463,37519
18467,936531
18474,175610
18483,26942
18487,734403
18489,704228
18503,14483815
18508,91321
18509,2243812
18514,228209
18518,96524
18519,281470
18525,15914
18528,91447
18545,1249501
18561,844854
18564,163815
18566,192367
18568,32674
18569,827353
18576,276245
18584,399364
18592,281306
18600,148253
18609,853324
18610,311899
18618,2613381
18620,151681
18621,170469
18626,488321
18637,208832
18641,207204
18660,243184
18677,53420
18698,256226
18710,143722
18714,16987318
18719,42488
18724,19203
18734,222952
18740,403797
18748,354835
18761,93329
18767,1219098
18780,142562
18799,1418695
18812,2127161
18815,476411
18820,42096
18838,38023
18841,378848
18855,59502
18856,136111
18858,255008
18879,101222
18880,584653
18885,213123
18889,80341
18892,40095
18895,240862
18900,177012
18922,1425944
18923,137852
18924,12059
18930,107011
18937,20756
18942,36994
18958,72633
18962,828109
18979,454606
18983,1814902
18987,36932
19001,328456
19008,2488919
19011,314125
19024,211544
19027,224979
19048,83640475
19070,348843
19080,2378887
19087,72756
19101,335404
19105,20653
19106,125436
19118,36408
19123,1036582
19125,76720
19143,546114
19163,109961
19184,849481
19188,215176
19195,116042
19200,101231
19212,393911
19213,848902
19215,514632
19220,2660246
19222,3667040
19226,255445
19230,39294
19234,113967
19254,388940
19263,220025
19272,212525
19274,132720
19278,71253
19285,257185
19288,556552
19293,32714
19300,3311062
19304,295948
19328,297809
19333,1824589
19349,181238
19351,123337
19354,66900
19358,495997
19371,652412
19381,98705
19396,273852
19401,372726
19416,2957652
19420,225208
19434,582733
19440,169570
19447,184407
19448,465738
19459,1422951
19468,280897
19480,48355
19482,439754
19502,801807
19506,912493
19512,677158
19515,103260
19525,404476
19531,1269811
19532,588505
19536,271694
19540,159388
19544,149206
19559,433382
19573,1406827
19581,4181458
19589,66243
19590,160618
19595,39408
19600,1055909
19603,572149
19608,812188
19628,221887
19629,9767095
19631,845474
19638,212665
19640,249859
19644,382946
19645,66126
19674,190695
19679,220201
19680,49324
19681,237967
19687,88417
19689,124739
19690,1012347
19693,7930
19700,213895
19716,368450
19720,118920
19742,270156
19744,137975
19749,157508
19755,160269
19762,552964
19772,1141911
19774,48992
19788,434873
19795,433653
19796,53658
19800,154190
19806,311224
19809,71269
19813,69277
19819,60683
19827,466864
19829,38726
19836,365311
19842,7420370
19850,489376
19858,1376324
19861,7213778
19899,1688730
19904,222046
19943,4452273
19953,5082672
19954,28240
19977,9272413
19978,211935
19980,283019
20015,892703
20026,423689
20040,234875
20041,99933
20081,166559
20093,387988
20099,389139
20100,156914
20130,403968
20156,777903
20161,523130
20162,47722
20164,999823
20179,234817
20198,463413
20215,115909
20220,169820
20226,194179
20231,721079
20234,8253312
20239,111126
20241,1238323
20250,608667
20268,497823
20279,232556
20281,392264
20296,4453590
20310,477063
20311,374212
20353,381595
20369,2968666
20387,568347
20429,130506
20454,23122
20468,202004
20479,51281
20484,568492
20488,980388
20504,6884999
20537,192723
20568,332641
20624,3296570
20646,35673
20657,33995
20666,266542
20698,285398
20711,382720
20720,639533
20727,718289
20741,1099917
20761,121788
20769,43664
20774,2536532
20776,96773
20818,793220
20828,5339217
20845,493441
20856,625367
20872,156653
20884,1918461
20931,193731
20954,972261
20972,94155
20989,653026
20993,442904
21031,1495593
21050,97588
21074,417322
21083,347800
21085,39477
21090,59730
21111,240104
21121,432192
21122,1095554
21161,229723
21163,136061
21219,66897
21220,516834
21227,338616
21247,405598
21255,34550
21265,1955376
21284,87092
21292,717369
21329,228117
21342,22893
21379,51665
21440,4384678
21448,54634
21455,95062
21463,136105
21468,2947741
21478,19868
21486,158292
21525,171294
21526,118469
21529,51142
21557,135514
21567,54627
21573,1047644
21578,489397
21591,929170
21606,637238
21635,73182
21663,307902
21692,87839
21693,65021
21704,155930
21714,715152
21716,8066699
21721,140898
21728,97195
21752,66702
21761,60456
21784,164503
21805,219584
21807,46731
21809,26793
21837,5789346
21843,6825554
21848,595948
21851,1272083
21868,2905380
21874,145399
21883,435982
21897,67771
21906,588215
21920,225807
21928,226279
21943,4516257
21952,565416
21955,73120
21956,1337179
21978,634132
21988,256360
21995,245464
21998,76630
22015,342681
22020,294143
22034,111765
22039,51082
22040,284452
22046,134014
22059,63124
22065,279156
22070,119728
22081,298752
22086,125611
22090,163221
22092,149391
22134,1000553
22138,167068
22139,515157
22180,873822
22185,74758
22205,14159
22211,415360
22217,65524
22221,847926
22229,56884
22242,145262
22257,1208667
22263,53008
22271,293118
22273,72469
22282,323319
22308,395528
22312,47258
22319,156334
22327,979282
22331,240010
22334,257551
22340,140795
22346,1156062
22350,44482
22354,970874
22355,49343
22358,100116
22366,491732
22370,234535
22373,572928
22381,107636
22394,426067
22396,851791
22398,796492
22407,3071084
22430,115792
22434,223340
22444,1020784
22447,150951
22448,65082
22451,598906
22460,183331
22502,64296
22514,77103
22523,76288
22525,65027
22526,187862
22536,83444
22537,686368
22543,27195
22549,31485
22551,276642
22559,1333885
22567,62511
22578,197961
22597,2032217
22598,66489
22600,180891
22601,61954
22618,371911
22621,107985
22636,152811
22639,123382
22647,26868
22653,1030657
22657,82385
22669,112525
22683,3593528
22717,201723
22738,323652
22739,123356
22752,966100
22756,115570
22769,487113
22811,117167
22826,115552770
22835,49201
22838,77495
22839,74296
22855,99786
22858,9017236
22867,216048
22874,652269
22876,700231
22888,135379
22895,199170
22918,1646855
22925,181549
22939,364655
22942,93792
22946,4231596
22953,8423939
22954,35957
22957,1204745
22959,40043
22964,348086
22971,271207
22993,98941
23007,230496
23030,1442378
23041,890346
23086,435696
23090,237273
23091,3051862
23099,64449
23123,352845
23126,62873
23137,835164
23144,454985
23152,235792
23173,504011
23189,257460
23210,324192
23220,4854481
23222,118106
23242,97991
23244,34381
23257,207122
23270,53282
23275,657404
23286,844476
23287,3117352
23293,1283372
23296,4116265
23298,1146615
23364,14547000
23373,95759
23376,237929
23404,108554
23430,193410
23431,199233
23469,258731
23472,2106010
23473,1492047
23474,2808818
23498,2601871
23523,106482
23524,545130
23537,553662
23546,301949
23551,101030
23597,136638
23620,1388096
23621,9119415
23622,1866087
23623,4380201
23627,4805776
23647,2681854
23702,136183685
23737,528261
23749,274910
23754,273067
23764,162286
23772,585920
23798,234044
23799,987625
23805,122438
23806,441600
23815,183332
23826,656675
23835,42267
23864,240702
23886,434207
23901,2158697
23966,655171
23986,93575
23989,109525
23992,1465409
23998,622694
24015,265662
24038,29088
24045,21848644
24064,90146
24074,1141338
24085,93931
24109,173349
24156,3393766
24170,4695776
24199,120656
24211,59866
24229,2023659
24272,101645
24303,73865
24305,160202
24315,3587055
24332,494690
24334,279504
24342,81046
24347,2179339
24353,397796
24367,45374
24387,2230603
24443,43905
24472,376177
24498,144701
24516,1835973
24540,842546
24551,562791
24561,621502
24563,1230896
24603,330651
24655,651205
24677,149978
24735,44068115
24763,116813
24811,7805799
24823,374048
24829,610935
24865,106613
24867,125712
24897,1023732
24902,60442
24919,546231
24920,1802355
24922,364148
24961,474709
24966,98129
24998,25529171
25054,71250
25065,54846
25093,1288422
25103,2496841
25122,123455
25127,361437
25158,573220
25161,87211
25173,185096
25178,24004000
25247,855182
25249,232999
25258,356329
25260,16785
25267,295352
25268,226776
25291,221721
25328,40782
25591,52774
25620,236056
25621,349343
25644,131416
25648,209702
25651,313297
25665,418065
25668,49314
25679,930241
25703,141912
25726,238018
25738,245945
25744,83677
25749,184664
25750,106777
25752,213634
25795,277562
25796,85514
25803,64891
25849,287953
25851,78695
25858,2191786
25869,146937
25879,1618773
25883,478858
25884,1942897
25886,285969
25890,810491
25894,222259
26021,121785
26181,488575
26185,229634
26189,129616
26191,614081
26217,174752
26218,943971
26219,202022
26223,719092
26228,84765
26240,2258954
26247,1740548
26260,63997
26271,151508
26299,455677
26312,3124808
26323,345855
26333,540294
26336,1006398
26340,125034
26342,3837573
26351,100907
26358,108509
26363,186973
26372,248334
26379,225917
26381,885178
26390,793343
26392,307310
26393,304510
26395,720636
26397,575202
26398,266211
26403,292446
26411,367812
26416,39293
26442,352190
26444,446996
26448,469954
26450,112908
26451,779556
26455,498287
26457,429911
26467,145513
26483,1975363
26484,789025
26487,467665
26499,242333
26511,264190
26512,88896
26513,111442
26516,206727
26517,886585
26519,48502
26520,82908
26522,332542
26523,733223
26530,270194
26536,234482
26539,148025
26542,192325
26543,441375
26549,133314
26554,134164
26555,462069
26556,69522
26559,580980
26564,263149
26567,89976
26570,263050
26575,491430
26576,116495
26588,62014
26590,252797
26591,319973
26600,100444
26601,415651
26602,234759
26605,693450
26610,13435929
26617,88089
26620,513044
26626,403247
26627,442876
26633,424011
26634,513924
26647,3131868
26653,58077
26658,27969
26677,277863
26687,102923
26689,222913
26703,261038
26704,238811
26708,54095
26715,119878
26725,515407
26727,125214
26738,99921
26755,27850
26760,442303
26790,236396
26798,122298
26799,382963
26816,12456
26829,143861
26832,151373
26847,115033
26856,1110805
26871,124470
26876,7434369
26881,129842
26891,201970
26906,616186
26911,120738
26912,414322
26916,494600
26922,345002
26941,28840
26944,190247
26955,242827
26960,60067
26962,2183232
26967,207006
27010,18572
27015,392980
27026,100062
27043,127151
27045,247968
27046,961241
27052,1025950
27053,31591
27054,2660987
27055,126976
27074,740328
27078,889889
27086,334614
27089,472939
27118,167714
27119,343865
27125,3272449
27132,788833
27139,376116
27153,100238
27201,54394
27205,259001
27210,2965499
27211,448025
27219,107722
27226,630619
27233,207729
27235,1847996
27237,4058105
27238,601214
27244,2282585
27254,153273
27267,515151
27269,279432
27280,311055
27286,499053
27290,443258
27314,71790226
27330,978086
27332,1918666
27334,40287450
27351,184494
27362,690467
27381,565172
27385,69184
27389,9103823
27394,578866
27398,142538
27408,2526211
27409,185617
27413,377375
27417,252204
27471,36701524
27476,7005733
